Trace number,FFID,Correction P,Correction S,Pick P,Pick S,Deformation sample,Density,P vel,S vel,YM sample,Total deformation,Total P vel,Total S vel,Total YM,Poissons ratio,CP
441,3,15.437025,30.213911,0.000018,0.000028,0,2632.800049,0,0,nan,0.069396,3824.107422,2447.477051,88.791725,nan,50
442,4,15.437025,30.213911,0.000018,0.000028,0,2632.800049,0,0,nan,0.069387,3860.108398,2449.916748,91.228363,nan,50
443,5,15.437025,30.213911,0.000018,0.000028,0,2632.800049,0,0,nan,0.069377,3829.829834,2450.966309,89.064072,nan,50
444,6,15.437025,30.213911,0.000018,0.000028,0,2632.800049,0,0,nan,0.069367,3830.939209,2453.367188,89.052986,nan,50
445,7,15.437025,30.213911,0.000018,0.000028,0,2632.800049,0,0,nan,0.069356,3833.757813,2454.391357,89.213066,nan,50
446,8,15.437025,30.213911,0.000018,0.000028,0,2632.800049,0,0,nan,0.069347,3840.005371,2457.521484,89.536369,nan,50
447,9,15.437025,30.213911,0.000018,0.000028,0,2632.800049,0,0,nan,0.069337,3839.464844,2458.56958,89.459373,nan,50
448,10,15.437025,30.213911,0.000018,0.000028,0,2632.800049,0,0,nan,0.069327,3849.132324,2458.906494,90.127739,nan,50
449,11,15.437025,30.213911,0.000018,0.000028,0,2632.800049,0,0,nan,0.069317,3848.58667,2462.050781,89.972778,nan,50
450,12,15.437025,30.213911,0.000018,0.000028,0.069424,2632.800049,3861.401611,2465.15918,90.761925,0.069305,3854.804932,2460.947998,90.452072,0.156021,50
451,13,15.437025,30.213911,0.000018,0.000028,0.069418,2632.800049,3859.344727,2467.045166,90.546715,0.069297,3852.597656,2462.731934,90.230408,0.15451,50
452,14,15.437025,30.213911,0.000018,0.000028,0.069411,2632.800049,3860.678467,2470.311279,90.519463,0.069287,3853.756104,2465.88208,90.195137,0.153365,50
453,15,15.437025,30.213911,0.000018,0.000028,0.069404,2632.800049,3865.456543,2472.179199,90.788033,0.069277,3858.357422,2467.638916,90.454865,0.153929,50
454,16,15.437025,30.213911,0.000018,0.000028,0.069397,2632.800049,3866.799316,2469.824463,90.970642,0.069267,3859.531006,2465.182129,90.628975,0.155447,50
455,17,15.437025,30.213911,0.000018,0.000028,0.069391,2632.800049,3868.164063,2472.411133,90.97113,0.069257,3860.723145,2467.655029,90.621483,0.154638,50
456,18,15.437025,30.213911,0.000018,0.000028,0.069384,2632.800049,3872.941895,2473.5625,91.266785,0.069247,3865.307861,2468.686768,90.907349,0.155535,50
457,19,15.437025,30.213911,0.000018,0.000028,0.069377,2632.800049,3877.74585,2474.724854,91.564133,0.069237,3869.924805,2469.733887,91.195137,0.156429,50
458,20,15.437025,30.213911,0.000018,0.000028,0.06937,2632.800049,3880.855713,2478.738281,91.635628,0.069227,3872.86377,2473.633789,91.258598,0.155478,50
459,21,15.437025,30.213911,0.000018,0.000028,0.069363,2632.800049,3883.94043,2476.364502,91.942711,0.069217,3875.767334,2471.15332,91.556168,0.157509,50
460,22,15.437025,30.213911,0.000018,0.000028,0.069357,2632.800049,3887.048096,2478.958252,92.067207,0.069208,3878.698975,2473.633545,91.672127,0.157224,50
461,23,15.437025,30.213911,0.000018,0.000028,0.06935,2632.800049,3895.391113,2476.584961,92.747147,0.069197,3886.844482,2471.151123,92.340614,0.160782,50
462,24,15.437025,30.213911,0.000018,0.000028,0.069343,2632.800049,3893.267578,2481.309082,92.422005,0.069188,3884.553955,2475.755859,92.008751,0.157975,50
463,25,15.437025,30.213911,0.000018,0.000028,0.069336,2632.800049,3898.114258,2480.340576,92.80233,0.069177,3889.202637,2474.670166,92.378502,0.15985,50
464,26,15.437025,30.213911,0.000018,0.000028,0.069329,2632.800049,3899.47998,2480.803711,92.882339,0.069167,3890.387695,2475.019531,92.449692,0.160037,50
465,27,15.437025,30.213911,0.000018,0.000028,0.069322,2632.800049,3900.839844,2479.841797,93.01442,0.069157,3891.564209,2473.945068,92.572594,0.160877,50
466,28,15.437025,30.213911,0.000018,0.000028,0.069315,2632.800049,3907.491455,2482.439697,93.391899,0.069147,3898.025635,2476.426025,92.939972,0.161623,50
467,29,15.437025,30.213911,0.000018,0.000028,0.069309,2632.800049,3910.670654,2485.065674,93.521629,0.069138,3901.037842,2478.944336,93.06147,0.161346,50
468,30,15.437025,30.213911,0.000018,0.000028,0.069301,2632.800049,3913.783447,2484.086426,93.779282,0.069127,3903.952637,2477.84668,93.308762,0.162694,50
469,31,15.437025,30.213911,0.000018,0.000028,0.069294,2632.800049,3918.686768,2485.252686,94.085777,0.069117,3908.65625,2478.891357,93.604729,0.163577,50
470,32,15.437025,30.213911,0.000018,0.000028,0.069288,2632.800049,3921.904785,2485.756348,94.296638,0.069108,3911.716064,2479.29834,93.807343,0.164271,50
471,33,15.437025,30.213911,0.000018,0.000028,0.069281,2632.800049,3925.046387,2485.494629,94.530083,0.069098,3914.658691,2478.916748,94.030396,0.165286,50
472,34,15.437025,30.213911,0.000018,0.000028,0.069274,2632.800049,3924.667969,2486.682373,94.45974,0.069088,3914.11084,2479.993164,93.952248,0.164644,50
473,35,15.437025,30.213911,0.000018,0.000028,0.069267,2632.800049,3927.840576,2487.150635,94.668861,0.069078,3917.098389,2480.348633,94.151749,0.165337,50
474,36,15.437025,30.213911,0.000018,0.000028,0.06926,2632.800049,3929.226807,2486.186035,94.802864,0.069068,3918.30249,2479.273682,94.276443,0.166163,50
475,37,15.437025,30.213911,0.000018,0.000028,0.069253,2632.800049,3934.187988,2485.935303,95.165688,0.069058,3923.06665,2478.907959,94.62841,0.167676,50
476,38,15.437025,30.213911,0.000018,0.000028,0.069246,2632.800049,3931.970215,2484.949707,95.043343,0.069047,3920.661621,2477.802734,94.497437,0.167491,50
477,39,15.437025,30.213911,0.000018,0.000028,0.06924,2632.800049,3936.980957,2485.439209,95.382782,0.069038,3925.499023,2478.190674,94.82724,0.16868,50
478,40,15.437025,30.213911,0.000018,0.000028,0.069233,2632.800049,3940.163818,2486.61377,95.567284,0.069027,3928.489502,2479.246338,95.001801,0.169049,50
479,41,15.437025,30.213911,0.000018,0.000028,0.069225,2632.800049,3943.345459,2487.069824,95.777786,0.069017,3931.477539,2479.584717,95.202141,0.169734,50
480,42,15.437025,30.213911,0.000018,0.000028,0.069219,2632.800049,3939.401611,2486.132568,95.530319,0.069008,3927.386719,2478.550293,94.948471,0.169049,50
481,43,15.437025,30.213911,0.000018,0.000028,0.069212,2632.800049,3949.76001,2484.432861,96.330162,0.068997,3937.511963,2476.72876,95.733658,0.172662,50
482,44,15.437025,30.213911,0.000018,0.000028,0.069205,2632.800049,3949.365967,2485.612549,96.259766,0.068987,3936.940186,2477.791992,95.655006,0.172039,50
483,45,15.437025,30.213911,0.000018,0.000028,0.069198,2632.800049,3949.014648,2486.105469,96.217003,0.068978,3936.433838,2478.185303,95.604919,0.171727,50
484,46,15.437025,30.213911,0.000017,0.000028,0.069191,2632.800049,3957.644287,2484.422852,96.89283,0.068968,3944.850098,2476.391113,96.26738,0.174817,50
485,47,15.437025,30.213911,0.000017,0.000028,0.069185,2632.800049,3960.87793,2483.464111,97.157578,0.068958,3947.895996,2475.324463,96.521744,0.176104,50
486,48,15.437025,30.213911,0.000017,0.000028,0.069178,2632.800049,3960.488525,2483.219971,97.138474,0.068948,3947.336182,2474.973389,96.494377,0.176104,50
487,49,15.437025,30.213911,0.000017,0.000028,0,2632.800049,0,0,nan,0.068938,3952.180908,2474.605713,96.85173,nan,50
488,50,15.437025,30.213911,0.000017,0.000028,0,2632.800049,0,0,nan,0.068928,3947.998779,2473.544434,96.591957,nan,50
489,51,15.437025,30.213911,0.000017,0.000028,0,2632.800049,0,0,nan,0.068917,3956.447754,2473.15918,97.205879,nan,50
490,52,15.437025,30.213911,0.000017,0.000028,0,2632.800049,0,0,nan,0.068908,3952.261475,2471.392334,96.970474,nan,50
491,53,15.437025,30.213911,0.000017,0.000028,0,2632.800049,0,0,nan,0.068897,3955.302002,2470.314941,97.224106,nan,50
492,54,15.437025,30.213911,0.000017,0.000028,0,2632.800049,0,0,nan,0.068888,3952.94165,2467.144043,97.167328,nan,50
493,55,15.437025,30.213911,0.000017,0.000028,0,2632.800049,0,0,nan,0.068878,3952.351563,2468.897949,97.06424,nan,50
494,56,15.437025,30.213911,0.000017,0.000028,0,2632.800049,0,0,nan,0.068867,3948.117188,2464.982422,96.900696,nan,50
495,57,15.437025,30.213911,0.000017,0.000028,0,2632.800049,0,0,nan,0.068858,3947.580078,2465.353516,96.849693,nan,50
496,58,15.437025,30.213911,0.000017,0.000028,0,2632.800049,0,0,nan,0.068847,3950.606934,2467.808105,96.978561,nan,50
497,59,15.437025,30.213911,0.000017,0.000028,0,2632.800049,0,0,nan,0.068838,3950.086182,2463.949951,97.076126,nan,50
498,60,15.437025,30.213911,0.000017,0.000028,0,2632.800049,0,0,nan,0.068827,3949.46875,2463.564697,97.045784,nan,50
499,61,15.437025,30.213911,0.000017,0.000028,0,2632.800049,0,0,nan,0.068818,3945.287354,2458.990723,96.908562,nan,50
500,62,15.437025,30.213911,0.000017,0.000028,0,2632.800049,0,0,nan,0.068808,3948.355469,2460.052734,97.088791,nan,50
501,63,15.437025,30.213911,0.000017,0.000028,0,2632.800049,0,0,nan,0.068798,3947.778809,2457.584473,97.133301,nan,50
502,64,15.437025,30.213911,0.000017,0.000028,0,2632.800049,0,0,nan,0.068787,3947.178467,2453.705078,97.224373,nan,50
503,65,15.437025,30.213911,0.000017,0.000028,0,2632.800049,0,0,nan,0.068777,3948.417236,2451.94873,97.371986,nan,50
504,66,15.437025,30.213911,0.000017,0.000028,0,2632.800049,0,0,nan,0.068767,3946.019287,2448.791748,97.310699,nan,50
505,67,15.437025,30.213911,0.000017,0.000028,0,2632.800049,0,0,nan,0.068757,3947.262695,2448.438965,97.410362,nan,50
506,68,15.437025,30.213911,0.000017,0.000028,0,2632.800049,0,0,nan,0.068747,3944.878418,2447.38623,97.278206,nan,50
507,69,15.437025,30.213911,0.000017,0.000028,0,2632.800049,0,0,nan,0.068736,3944.258057,2444.217041,97.342247,nan,50
508,70,15.437025,30.213911,0.000017,0.000028,0,2632.800049,0,0,nan,0.068727,3941.909668,2442.493652,97.235451,nan,50
509,71,15.437025,30.213911,0.000017,0.000028,0,2632.800049,0,0,nan,0.068718,3941.361572,2437.994873,97.348915,nan,50
510,72,15.437025,30.213911,0.000017,0.000028,0,2632.800049,0,0,nan,0.068708,3940.796143,2434.880859,97.413895,nan,50
511,73,15.437025,30.213911,0.000017,0.000028,0,2632.800049,0,0,nan,0.068698,3940.2146,2431.075195,97.500443,nan,50
512,74,15.437025,30.213911,0.000017,0.000028,0,2632.800049,0,0,nan,0.068687,3936.010498,2425.902344,97.378319,nan,50
513,75,15.437025,30.213911,0.000017,0.000028,0,2632.800049,0,0,nan,0.068678,3939.096924,2419.426514,97.807961,nan,50
514,76,15.437025,30.213911,0.000017,0.000028,0,2632.800049,0,0,nan,0.068667,3938.489258,2418.37207,97.800148,nan,50
515,77,15.437025,30.213911,0.000017,0.000028,0,2632.800049,0,0,nan,0.068658,3937.93335,2413.949707,97.906044,nan,50
516,78,15.437025,30.213911,0.000017,0.000028,0,2632.800049,0,0,nan,0.068647,3931.907227,2408.830566,97.653,nan,50
517,79,15.437025,30.213911,0.000017,0.000029,0,2632.800049,0,0,nan,0.068638,3933.182129,2402.4375,97.948425,nan,50
518,80,15.437025,30.213911,0.000017,0.000029,0,2632.800049,0,0,nan,0.068628,3929.006348,2396.718994,97.842194,nan,50
519,81,15.437025,30.213911,0.000017,0.000029,0,2632.800049,0,0,nan,0.068617,3926.592041,2393,97.793732,nan,50
520,82,15.437025,30.213911,0.000017,0.000029,0,2632.800049,0,0,nan,0.068608,3926.054932,2386.015869,97.978249,nan,50
521,83,15.437025,30.213911,0.000017,0.000029,0,2632.800049,0,0,nan,0.068597,3920.049561,2382.323975,97.680069,nan,50
522,84,15.437025,30.213911,0.000018,0.000029,0,2632.800049,0,0,nan,0.068588,3917.726318,2378.035889,97.654793,nan,50
523,85,15.437025,30.213911,0.000018,0.000029,0,2632.800049,0,0,nan,0.068578,3911.815918,2371.127441,97.464226,nan,50
524,86,15.437025,30.213911,0.000018,0.000029,0,2632.800049,0,0,nan,0.068567,3912.987549,2364.867676,97.73909,nan,50
525,87,15.437025,30.213911,0.000018,0.000029,0,2632.800049,0,0,nan,0.068558,3910.679199,2361.945068,97.670937,nan,50
526,88,15.437025,30.213911,0.000018,0.000029,0,2632.800049,0,0,nan,0.068548,3904.787354,2353.829834,97.516647,nan,50
527,89,15.437025,30.213911,0.000018,0.000029,0,2632.800049,0,0,nan,0.068539,3907.790527,2350.264893,97.830605,nan,50
528,90,15.437025,30.213911,0.000018,0.000029,0,2632.800049,0,0,nan,0.068527,3905.369873,2344.093262,97.852135,nan,50
529,91,15.437025,30.213911,0.000018,0.000029,0,2632.800049,0,0,nan,0.068518,3904.806396,2334.809814,98.09198,nan,50
530,92,15.437025,30.213911,0.000018,0.000029,0,2632.800049,0,0,nan,0.068507,3902.41748,2326.20166,98.184647,nan,50
531,93,15.437025,30.213911,0.000018,0.00003,0,2632.800049,0,0,nan,0.068497,3898.293701,2320.188965,98.081642,nan,50
532,94,15.437025,30.213911,0.000018,0.000029,0,2632.800049,0,0,nan,0.068487,3890.647705,2323.002686,97.480835,nan,50
533,95,15.437025,30.213911,0.000018,0.00003,0,2632.800049,0,0,nan,0.068477,3884.80249,2313.26001,97.371773,nan,50
534,96,15.437025,30.213911,0.000018,0.00003,0,2632.800049,0,0,nan,0.068467,3886.009033,2309.806641,97.55394,nan,50
535,97,15.437025,30.213911,0.000018,0.00003,0,2632.800049,0,0,nan,0.068458,3880.161377,2296.457031,97.545334,nan,50
536,98,15.437025,30.213911,0.000018,0.00003,0,2632.800049,0,0,nan,0.068448,3877.854736,2289.987061,97.575027,nan,50
537,99,15.437025,30.213911,0.000018,0.00003,0,2632.800049,0,0,nan,0.068438,3874.039063,2285.375244,97.449974,nan,50
538,100,15.437025,30.213911,0.000018,0.00003,0,2632.800049,0,0,nan,0.068428,3873.483643,2277.139404,97.644661,nan,50
539,101,15.437025,30.213911,0.000018,0.00003,0,2632.800049,0,0,nan,0.068418,3874.412598,2269.553223,97.917999,nan,50
540,102,15.437025,30.213911,0.000018,0.00003,0,2632.800049,0,0,nan,0.068408,3868.598877,2265.02002,97.655525,nan,50
541,103,15.437025,30.213911,0.000018,0.00003,0,2632.800049,0,0,nan,0.068398,3864.513184,2259.289063,97.541252,nan,50
542,104,15.437025,30.213911,0.000018,0.00003,0,2632.800049,0,0,nan,0.068388,3862.199463,2251.816406,97.591736,nan,50
543,105,15.437025,30.213911,0.000018,0.00003,0,2632.800049,0,0,nan,0.068378,3851.193115,2249.708252,96.919022,nan,50
544,106,15.437025,30.213911,0.000018,0.000031,0,2632.800049,0,0,nan,0.068367,3848.868896,2239.343506,97.046295,nan,50
545,107,15.437025,30.213911,0.000018,0.000031,0,2632.800049,0,0,nan,0.068357,3839.638672,2234.320313,96.572052,nan,50
546,108,15.437025,30.213911,0.000018,0.000031,0,2632.800049,0,0,nan,0.068347,3832.179443,2226.419678,96.292534,nan,50
547,109,15.437025,30.213911,0.000018,0.000031,0,2632.800049,0,0,nan,0.068337,3826.486328,2219.740234,96.096375,nan,50
548,110,15.437025,30.213911,0.000018,0.000031,0,2632.800049,0,0,nan,0.068327,3817.381104,2210.801025,95.736221,nan,50
549,111,15.437025,30.213911,0.000018,0.000031,0,2632.800049,0,0,nan,0.068319,3810.092041,2203.679199,95.447113,nan,50
550,112,15.437025,30.213911,0.000018,0.000031,0,2632.800049,0,0,nan,0.068308,3802.704346,2196.529785,95.152405,nan,50
551,113,15.437025,30.213911,0.000018,0.000031,0,2632.800049,0,0,nan,0.068297,3798.730225,2187.746582,95.121696,nan,50
552,114,15.437025,30.213911,0.000018,0.000031,0,2632.800049,0,0,nan,0.068287,3789.748535,2182.95459,94.662621,nan,50
553,115,15.437025,30.213911,0.000018,0.000031,0,2632.800049,0,0,nan,0.068277,3780.803711,2174.296143,94.306122,nan,50
554,116,15.437025,30.213911,0.000018,0.000031,0,2632.800049,0,0,nan,0.068267,3780.24707,2167.350342,94.446915,nan,50
