Trace number,FFID,Correction P,Correction S,Pick P,Pick S,Deformation sample,Density,P vel,S vel,YM sample,Total deformation,Total P vel,Total S vel,Total YM,Poissons ratio,CP
147,35,15.437025,30.213911,0.000018,0.000027,0.069469,2652.699951,3879.409912,2539.601807,89.828796,0.069331,3871.734619,2534.577393,89.473694,0.125035,20
148,36,15.437025,30.213911,0.000018,0.000027,0.069462,2652.699951,3875.580078,2534.17334,89.77166,0.069321,3867.729248,2529.039795,89.408325,0.126543,20
149,37,15.437025,30.213911,0.000018,0.000027,0.069455,2652.699951,3880.384521,2533.91748,90.133568,0.069311,3872.335693,2528.661621,89.760033,0.128285,20
150,38,15.437025,30.213911,0.000018,0.000027,0.069448,2652.699951,3880.009521,2529.243652,90.296478,0.069301,3871.785889,2523.883057,89.914116,0.130543,20
151,39,15.437025,30.213911,0.000018,0.000027,0.069442,2652.699951,3879.645752,2528.269775,90.309425,0.069291,3871.253418,2522.800781,89.919128,0.130917,20
152,40,15.437025,30.213911,0.000018,0.000027,0.069435,2652.699951,3884.464111,2528.015381,90.671249,0.069281,3875.878906,2522.427979,90.270905,0.132633,20
153,41,15.437025,30.213911,0.000018,0.000028,0,2652.699951,0,0,nan,0.069271,3875.313721,2512.546387,90.624832,nan,20
154,42,15.437025,30.213911,0.000018,0.000028,0,2652.699951,0,0,nan,0.069261,3879.972168,2516.570557,90.802933,nan,20
155,43,15.437025,30.213911,0.000018,0.000028,0,2652.699951,0,0,nan,0.069252,3877.691406,2510.380859,90.88282,nan,20
156,44,15.437025,30.213911,0.000018,0.000028,0,2652.699951,0,0,nan,0.069242,3880.605957,2507.835693,91.193954,nan,20
157,45,15.437025,30.213911,0.000018,0.000028,0,2652.699951,0,0,nan,0.069231,3878.293457,2500.219971,91.324173,nan,20
158,46,15.437025,30.213911,0.000018,0.000028,0,2652.699951,0,0,nan,0.069221,3882.947754,2504.195801,91.505547,nan,20
159,47,15.437025,30.213911,0.000018,0.000028,0,2652.699951,0,0,nan,0.069211,3884.130859,2498.772461,91.80117,nan,20
160,48,15.437025,30.213911,0.000018,0.000028,0,2652.699951,0,0,nan,0.069201,3885.303955,2494.802246,92.038361,nan,20
161,49,15.437025,30.213911,0.000018,0.000028,0,2652.699951,0,0,nan,0.069192,3883.028564,2488.718994,92.106995,nan,20
162,50,15.437025,30.213911,0.000018,0.000028,0,2652.699951,0,0,nan,0.069181,3887.69751,2484.06665,92.618034,nan,20
163,51,15.437025,30.213911,0.000018,0.000028,0,2652.699951,0,0,nan,0.069171,3885.385498,2482.279785,92.519547,nan,20
164,52,15.437025,30.213911,0.000018,0.000028,0,2652.699951,0,0,nan,0.069161,3888.31665,2474.814697,93.008072,nan,20
165,53,15.437025,30.213911,0.000018,0.000028,0,2652.699951,0,0,nan,0.069151,3887.756348,2475.166504,92.954979,nan,20
166,54,15.437025,30.213911,0.000018,0.000028,0,2652.699951,0,0,nan,0.069141,3894.200439,2465.630127,93.765549,nan,20
167,55,15.437025,30.213911,0.000018,0.000028,0,2652.699951,0,0,nan,0.069132,3890.147949,2459.67041,93.693741,nan,20
168,56,15.437025,30.213911,0.000018,0.000028,0,2652.699951,0,0,nan,0.069121,3894.828613,2455.111572,94.190483,nan,20
169,57,15.437025,30.213911,0.000018,0.000028,0,2652.699951,0,0,nan,0.069111,3894.25293,2449.875732,94.336746,nan,20
170,58,15.437025,30.213911,0.000018,0.000028,0,2652.699951,0,0,nan,0.069101,3895.456055,2448.833496,94.45903,nan,20
171,59,15.437025,30.213911,0.000018,0.000028,0,2652.699951,0,0,nan,0.069092,3900.18042,2438.806396,95.146072,nan,20
234,1,15.437025,30.213911,0.000018,0.000028,0,2652.699951,0,0,nan,0.069515,3757.768311,2516.275635,81.925934,nan,30
235,2,15.437025,30.213911,0.000018,0.000028,0,2652.699951,0,0,nan,0.069515,3764.270752,2519.188232,82.272987,nan,30
236,3,15.437025,30.213911,0.000018,0.000028,0,2652.699951,0,0,nan,0.069515,3767.552246,2520.660645,82.448227,nan,30
237,4,15.437025,30.213911,0.000018,0.000028,0,2652.699951,0,0,nan,0.069514,3764.250977,2520.63623,82.207977,nan,30
238,5,15.437025,30.213911,0.000018,0.000028,0,2652.699951,0,0,nan,0.069514,3774.026855,2524.274902,82.763336,nan,30
239,6,15.437025,30.213911,0.000018,0.000028,0,2652.699951,0,0,nan,0.069514,3785.568604,2525.030273,83.574875,nan,30
240,7,15.437025,30.213911,0.000018,0.000028,0,2652.699951,0,0,nan,0.069507,3788.457031,2524.754639,83.798103,nan,30
241,8,15.437025,30.213911,0.000018,0.000027,0,2652.699951,0,0,nan,0.069496,3796.162842,2528.048096,84.219238,nan,30
242,9,15.437025,30.213911,0.000018,0.000027,0,2652.699951,0,0,nan,0.069487,3800.624023,2528.436035,84.529053,nan,30
243,10,15.437025,30.213911,0.000018,0.000027,0,2652.699951,0,0,nan,0.069477,3806.73584,2531.754395,84.833443,nan,30
244,11,15.437025,30.213911,0.000018,0.000027,0,2652.699951,0,0,nan,0.069467,3814.554688,2534.350098,85.294762,nan,30
245,12,15.437025,30.213911,0.000018,0.000027,0,2652.699951,0,0,nan,0.069457,3817.362549,2530.294678,85.674477,nan,30
246,13,15.437025,30.213911,0.000018,0.000027,0.069528,2652.699951,3829.680908,2537.31665,86.277237,0.069447,3825.21875,2534.360107,86.076309,0.108799,30
247,14,15.437025,30.213911,0.000018,0.000027,0.069521,2652.699951,3834.363525,2540.768555,86.473381,0.069437,3829.736816,2537.702881,86.264816,0.108607,30
248,15,15.437025,30.213911,0.000018,0.000027,0.069514,2652.699951,3835.667236,2539.026855,86.643623,0.069427,3830.878906,2535.857178,86.427437,0.110035,30
249,16,15.437025,30.213911,0.000018,0.000027,0.069507,2652.699951,3843.756104,2541.736328,87.122322,0.069417,3838.796143,2538.456543,86.897621,0.111475,30
250,17,15.437025,30.213911,0.000018,0.000027,0.069499,2652.699951,3850.173584,2543.707031,87.510262,0.069407,3845.038818,2540.314697,87.276993,0.112705,30
251,18,15.437025,30.213911,0.000018,0.000027,0.069492,2652.699951,3854.9021,2542.700195,87.900528,0.069397,3849.595215,2539.199707,87.658684,0.114928,30
252,19,15.437025,30.213911,0.000018,0.000027,0.069485,2652.699951,3856.231934,2544.682861,87.914398,0.069387,3850.75415,2541.068115,87.66481,0.114335,30
253,20,15.437025,30.213911,0.000018,0.000027,0.069478,2652.699951,3862.697998,2544.422852,88.400856,0.069377,3857.046387,2540.699951,88.142365,0.116752,30
254,21,15.437025,30.213911,0.000018,0.000027,0.069471,2652.699951,3869.204102,2544.174561,88.889526,0.069367,3863.372803,2540.340088,88.621803,0.119152,30
255,22,15.437025,30.213911,0.000018,0.000027,0.069464,2652.699951,3870.537354,2550.643066,88.715416,0.069357,3864.536377,2546.688477,88.440536,0.116191,30
256,23,15.437025,30.213911,0.000018,0.000027,0.069458,2652.699951,3875.335693,2550.389648,89.079712,0.069347,3869.162109,2546.326904,88.796112,0.118001,30
257,24,15.437025,30.213911,0.000018,0.000027,0.06945,2652.699951,3878.385986,2550.118896,89.315819,0.069336,3872.031738,2545.940918,89.023392,0.119201,30
258,25,15.437025,30.213911,0.000018,0.000027,0.069443,2652.699951,3883.210449,2550.617676,89.650307,0.069327,3876.678223,2546.327148,89.348946,0.120603,30
259,26,15.437025,30.213911,0.000018,0.000027,0.069436,2652.699951,3884.564209,2553.366943,89.634819,0.069317,3877.865479,2548.963867,89.325943,0.119629,30
260,27,15.437025,30.213911,0.000018,0.000027,0.06943,2652.699951,3891.167969,2553.12915,90.13176,0.069307,3884.292725,2548.618164,89.81353,0.122018,30
261,28,15.437025,30.213911,0.000018,0.000027,0.069423,2652.699951,3894.271973,2554.376709,90.308578,0.069297,3887.219727,2549.750977,89.981781,0.122428,30
262,29,15.437025,30.213911,0.000018,0.000027,0.069416,2652.699951,3895.649902,2554.885986,90.388969,0.069288,3888.417969,2550.143066,90.05368,0.122632,30
263,30,15.437025,30.213911,0.000018,0.000027,0.069409,2652.699951,3900.504883,2557.637207,90.632484,0.069277,3893.073975,2552.764648,90.287483,0.122856,30
264,31,15.437025,30.213911,0.000018,0.000027,0.069402,2652.699951,3905.38208,2556.627441,91.034637,0.069267,3897.76416,2551.640381,90.67984,0.125023,30
265,32,15.437025,30.213911,0.000018,0.000027,0.069396,2652.699951,3912.052979,2556.383057,91.537086,0.069257,3904.25293,2551.286133,91.172424,0.127378,30
266,33,15.437025,30.213911,0.000018,0.000027,0.069389,2652.699951,3918.741455,2557.64209,91.978813,0.069248,3910.753174,2552.428223,91.604202,0.128955,30
267,34,15.437025,30.213911,0.000018,0.000027,0.069382,2652.699951,3920.116455,2561.91626,91.9039,0.069238,3911.955078,2556.58252,91.521622,0.127244,30
268,35,15.437025,30.213911,0.000018,0.000027,0.069375,2652.699951,3916.189453,2563.177734,91.56102,0.069228,3907.859375,2557.725586,91.171921,0.125292,30
269,36,15.437025,30.213911,0.000018,0.000027,0.069368,2652.699951,3914.0354,2565.958252,91.285454,0.069218,3905.536865,2560.386719,90.889473,0.12314,30
270,37,15.437025,30.213911,0.000018,0.000027,0.069361,2652.699951,3913.644531,2555.115967,91.706757,0.069208,3904.9729,2549.45459,91.300804,0.128549,30
271,38,15.437025,30.213911,0.000018,0.000027,0.069355,2652.699951,3909.730713,2550.356445,91.613953,0.069198,3900.896484,2544.593994,91.200401,0.129665,30
272,39,15.437025,30.213911,0.000018,0.000027,0.069348,2652.699951,3909.341797,2553.106934,91.47229,0.069188,3900.3396,2547.227783,91.051498,0.128143,30
273,40,15.437025,30.213911,0.000018,0.000027,0.069341,2652.699951,3914.232178,2553.593994,91.812668,0.069178,3905.041016,2547.5979,91.381996,0.129513,30
274,41,15.437025,30.213911,0.000018,0.000027,0.069334,2652.699951,3908.550781,2551.838867,91.466202,0.069168,3899.200439,2545.734131,91.029099,0.128525,30
275,42,15.437025,30.213911,0.000018,0.000027,0.069327,2652.699951,3904.63916,2548.582275,91.312073,0.069158,3895.124756,2542.372314,90.867615,0.128881,30
276,43,15.437025,30.213911,0.000018,0.000027,0.06932,2652.699951,3907.774658,2540.858398,91.857079,0.069148,3898.085449,2534.55835,91.40213,0.133797,30
277,44,15.437025,30.213911,0.000018,0.000027,0,2652.699951,0,0,nan,0.069138,3895.745117,2537.900146,91.095512,nan,30
278,45,15.437025,30.213911,0.000018,0.000027,0,2652.699951,0,0,nan,0.069128,3891.684082,2533.076416,90.993965,nan,30
279,46,15.437025,30.213911,0.000018,0.000027,0,2652.699951,0,0,nan,0.069118,3892.873047,2528.262451,91.274742,nan,30
280,47,15.437025,30.213911,0.000018,0.000027,0,2652.699951,0,0,nan,0.069108,3888.809326,2527.89917,90.992897,nan,30
281,48,15.437025,30.213911,0.000018,0.000027,0,2652.699951,0,0,nan,0.069098,3889.985596,2529.746094,91.004372,nan,30
282,49,15.437025,30.213911,0.000018,0.000027,0,2652.699951,0,0,nan,0.069088,3887.661865,2524.936279,91.028206,nan,30
283,50,15.437025,30.213911,0.000018,0.000027,0,2652.699951,0,0,nan,0.069078,3888.882568,2521.643311,91.248634,nan,30
284,51,15.437025,30.213911,0.000018,0.000027,0,2652.699951,0,0,nan,0.069068,3888.30542,2519.797119,91.280106,nan,30
285,52,15.437025,30.213911,0.000018,0.000027,0,2652.699951,0,0,nan,0.069058,3884.269043,2517.245361,91.08815,nan,30
286,53,15.437025,30.213911,0.000018,0.000027,0,2652.699951,0,0,nan,0.069048,3881.923096,2516.123047,90.962364,nan,30
287,54,15.437025,30.213911,0.000018,0.000027,0,2652.699951,0,0,nan,0.069038,3890.119141,2517.232666,91.513527,nan,30
288,55,15.437025,30.213911,0.000018,0.000027,0,2652.699951,0,0,nan,0.069028,3889.543945,2511.731934,91.688339,nan,30
289,56,15.437025,30.213911,0.000018,0.000027,0,2652.699951,0,0,nan,0.069018,3885.494629,2509.917725,91.466148,nan,30
290,57,15.437025,30.213911,0.000018,0.000028,0,2652.699951,0,0,nan,0.069008,3890.19165,2504.456543,92.018806,nan,30
291,58,15.437025,30.213911,0.000018,0.000028,0,2652.699951,0,0,nan,0.068998,3887.848145,2502.623291,91.92054,nan,30
292,59,15.437025,30.213911,0.000018,0.000028,0,2652.699951,0,0,nan,0.068988,3892.563965,2497.920898,92.441818,nan,30
293,60,15.437025,30.213911,0.000018,0.000028,0,2652.699951,0,0,nan,0.068978,3884.998779,2495.39917,91.9935,nan,30
294,61,15.437025,30.213911,0.000018,0.000028,0,2652.699951,0,0,nan,0.068968,3893.210205,2493.59668,92.653412,nan,30
295,62,15.437025,30.213911,0.000018,0.000028,0,2652.699951,0,0,nan,0.068958,3892.645264,2483.89502,92.979218,nan,30
296,63,15.437025,30.213911,0.000018,0.000028,0,2652.699951,0,0,nan,0.068948,3899.135986,2483.54248,93.457787,nan,30
297,64,15.437025,30.213911,0.000018,0.000028,0,2652.699951,0,0,nan,0.068938,3896.79834,2483.176514,93.303848,nan,30
298,65,15.437025,30.213911,0.000018,0.000028,0,2652.699951,0,0,nan,0.068928,3899.769043,2478.536621,93.68914,nan,30
299,66,15.437025,30.213911,0.000018,0.000028,0,2652.699951,0,0,nan,0.068918,3897.446045,2473.911377,93.693756,nan,30
300,67,15.437025,30.213911,0.000018,0.000028,0,2652.699951,0,0,nan,0.068908,3889.837158,2459.424072,93.68058,nan,30
371,1,15.437025,30.213911,0.000018,0.000027,0,2652.699951,0,0,nan,0.069451,3761.642822,2533.551025,81.442093,nan,40
372,2,15.437025,30.213911,0.000018,0.000027,0,2652.699951,0,0,nan,0.069451,3780.473145,2527.87207,83.077667,nan,40
373,3,15.437025,30.213911,0.000018,0.000027,0,2652.699951,0,0,nan,0.06945,3790.345703,2527.851074,83.801849,nan,40
374,4,15.437025,30.213911,0.000018,0.000027,0,2652.699951,0,0,nan,0.069452,3790.405029,2530.838623,83.675903,nan,40
375,5,15.437025,30.213911,0.000018,0.000027,0,2652.699951,0,0,nan,0.069451,3790.387451,2533.041992,83.578102,nan,40
376,6,15.437025,30.213911,0.000018,0.000027,0,2652.699951,0,0,nan,0.06945,3800.278564,2535.958984,84.176849,nan,40
377,7,15.437025,30.213911,0.000018,0.000027,0,2652.699951,0,0,nan,0.069449,3803.532471,2535.908203,84.418137,nan,40
378,8,15.437025,30.213911,0.000018,0.000027,0,2652.699951,0,0,nan,0.069439,3806.319336,2537.766113,84.541893,nan,40
379,9,15.437025,30.213911,0.000018,0.000027,0,2652.699951,0,0,nan,0.069429,3809.133789,2541.874268,84.569328,nan,40
380,10,15.437025,30.213911,0.000018,0.000027,0,2652.699951,0,0,nan,0.069419,3811.932617,2542.999023,84.726219,nan,40
381,11,15.437025,30.213911,0.000018,0.000027,0,2652.699951,0,0,nan,0.069409,3813.059326,2543.378662,84.79261,nan,40
382,12,15.437025,30.213911,0.000018,0.000027,0,2652.699951,0,0,nan,0.069399,3819.212891,2545.989746,85.131935,nan,40
383,13,15.437025,30.213911,0.000018,0.000027,0,2652.699951,0,0,nan,0.069389,3820.36377,2544.142822,85.297424,nan,40
